chapter,rank_in_chapter,hts8,api_hts_number,brief_description
90,12,90021160,9002.11.60,"Mounted objective lenses for use in closed circuit television cameras, seperately imported, w/ or w/o attached elec. connectors or motors"
90,13,90021190,9002.11.90,"Objective lenses and parts & access. thereof, for cameras, projectors, or photographic enlargers or reducers, except projection, nesoi"
90,14,90021900,9002.19.00,"Objective lenses, mounted, and parts and accessories therefor, other than for cameras, projectors or photographic enlargers or reducers"
90,15,90022040,9002.20.40,"Photographic filters, mounted, and parts and accessories therefor"
90,16,90022080,9002.20.80,"Filters, mounted, and parts and accessories therefor, for optical uses other than photographic"
90,17,90029020,9002.90.20,"Prisms, mounted, for optical uses"
90,18,90029040,9002.90.40,"Mirrors, mounted, for optical uses"
90,19,90029070,9002.90.70,"Half-tone screens, mounted, designed for use in engraving or photographic processes"
90,20,90029085,9002.90.85,"Mounted lenses, n/obj., for use in closed circuit television cameras, seperately imported, w/ or w/o attached elec. connectors or motors"
91,1,91011140,9101.11.40,"Wrist watches with cases of or clad with precious metal, electrically operated, with mechanical display only, with 0-1 jewel in mvmt"
91,2,91011180,9101.11.80,"Wrist watches with cases of or clad with precious metal, electrically operated, with mechanical display only, w/more than 1 jewel in mvmt"
91,3,91011920,9101.19.20,"Wrist watches with cases of or clad with precious metal, electrically operated, with opto-electronic display only"
91,4,91011940,9101.19.40,"Wrist watches with cases of or clad with precious metal, electrically operated, with both opto-electronic and mechanical displays, 0-1 jewel"
91,5,91011980,9101.19.80,"Wrist watches with cases of or clad with precious metal, electrically operated, w/both opto-electronic & mechanical displays, over 1 jewel"
91,6,91012110,9101.21.10,"Straps/bands/bracelets of tex. mat. or base metal, whether or not gold- or silver-plated entered with wrist watches of subheading 9101.21.50"
91,7,91012130,9101.21.30,"Straps, bands or bracelets, nesoi, entered with wrist watches of subheading 9101.21.50 and classifiable therewith"
91,8,91012150,9101.21.50,"Wrist watches with cases of or clad with precious metal, not electrically operated, with automatic winding, with over 17 jewels in mvmt"
91,9,91012180,9101.21.80,"Wrist watches with cases of or clad with precious metal, not electrically operated, with automatic winding, w/17 jewels or less in mvmt"
91,10,91012910,9101.29.10,"Wrist watches with cases of or clad with precious metal, not electrically operated, not automatic winding, with 0-1 jewel in mvmt"
91,11,91012920,9101.29.20,"Wrist watches with cases of or clad with precious metal, not electrically operated, not automatic winding, with 2-7 jewels in mvmt"
91,12,91012930,9101.29.30,"Wrist watches with cases of or clad with precious metal, not electrically operated, n/auto winding, 8-17 jewels, mvmt n/o $15 & n/o 15.2 mm"
91,13,91012940,9101.29.40,"Wrist watches with cases of or clad with precious metal, not electrically operated, n/auto winding, 8-17 jewels, mvmt n/o $15 & ov 15.2 mm"
91,14,91012950,9101.29.50,"Wrist watches with cases of or clad with precious metal, not electrically operated, not automatic winding, 8-17 jewels, movement over $15"
91,15,91012970,9101.29.70,"Straps/bands/bracelets of tex. mat. or base metal, whether or not gold- or silver-plated entered with wrist watches of subheading 9101.29.90"
91,16,91012980,9101.29.80,"Straps, bands or bracelets, nesoi, entered with wrist watches of subheading 9101.29.90 and classifiable therewith"
91,17,91012990,9101.29.90,"Wrist watches with cases of or clad with precious metal, not electrically operated, not automatic winding, w/over 17 jewels in the mvmt"
91,18,91019120,9101.91.20,"Watches (excl. wrist watches) with cases of or clad with precious metal, electrically operated, with opto-electronic display only"
91,19,91019140,9101.91.40,"Watches (excl. wrist watches) with cases of or clad with precious metal, electrically operated, with 0-1 jewel in mvmt, n/optoelec. display"
91,20,91019180,9101.91.80,"Watches (excl. wrist watches) with cases of or clad with precious metal, electrically operated, over 1 jewel in mvmt, n/optoelec. display"
92,1,92011000,9201.10.00,Upright pianos
92,2,92012000,9201.20.00,Grand pianos
92,3,92019000,9201.90.00,"Keybd string. musical instru., o/than w/elect. sound or ampl., pianos (incl. player pianos) nesoi; harpsichords & oth keybd string. instr."
92,4,92021000,9202.10.00,"String musical instruments, o/than w/elect. sound or ampl., played with a bow"
92,5,92029020,9202.90.20,"String musical instruments, o/than w/elect. sound or ampl., guitars, valued not over $100 each (excluding the value of the case)"
92,6,92029040,9202.90.40,"String musical instruments, o/than w/elect. sound or ampl., guitars, valued over $100 each (excluding the value of the case)"
92,7,92029060,9202.90.60,"String musical instruments (o/than guitars or instruments played with a bow), o/than w/elect. sound or ampl."
92,8,92051000,9205.10.00,"Wind musical instruments, o/than w/elect. sound or ampl., brass-wind instruments"
92,9,92059012,9205.90.12,"Keyboard musical instruments, o/than w/elect. sound or ampl., pipe organs"
92,10,92059014,9205.90.14,"Keyboard musical instruments, o/than w/elect. sound or ampl., harmoniums and similar keyboard instruments with free metal reeds"
92,11,92059015,9205.90.15,"Piano accordions, o/than w/elect. sound or ampl."
92,12,92059018,9205.90.18,"Accordions (o/than piano accordions) and similar instruments, o/than w/elect. sound or ampl."
92,13,92059019,9205.90.19,Mouth organs
92,14,92059020,9205.90.20,"Wind musical instruments, o/than w/elect. sound or ampl., bagpipes"
92,15,92059040,9205.90.40,"Wind musical instruments, o/than w/elect. sound or ampl., woodwind instruments (o/than bagpipes)"
92,16,92059060,9205.90.60,"Wind musical instruments (o/than brass-wind or woodwind) nesoi, o/than w/elect. sound or ampl."
92,17,92060020,9206.00.20,"Percussion musical instruments, o/than w/elect. sound or ampl., drums"
92,18,92060040,9206.00.40,"Percussion musical instruments, o/than w/elect. sound or ampl., cymbals"
92,19,92060060,9206.00.60,"Percussion musical instruments, o/than w/elect. sound or ampl., sets of tuned bells known as chimes, peals or carillons"
92,20,92060080,9206.00.80,"Percussion musical instruments (o/than drums, cymbals, chimes, peals or carillons) nesoi (e.g., xylophones, castanets, maracas)"
93,1,93011000,9301.10.00,"Artillery weapons (for example, guns, howitzers, and mortars)"
93,2,93012000,9301.20.00,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors
93,3,93019030,9301.90.30,"Rifles, military"
93,4,93019060,9301.90.60,"Shotguns, military"
93,5,93019090,9301.90.90,"Military weapons, nesoi"
93,6,93020000,9302.00.00,Revolvers and pistols (o/than of heading 9303 or 9304)
93,7,93031000,9303.10.00,Muzzle-loading firearms
93,8,93032000,9303.20.00,"Shotguns (incl. comb. shotgun-rifles), for sport, hunting or target-shooting"
93,9,93033040,9303.30.40,"Rifles (o/than muzzle-loading), for sport, hunting or target-shootings, valued o/$25 but n/or $50 each"
93,10,93033080,9303.30.80,"Rifles (o/than muzzle-loading), for sport, hunting or target-shooting rifles, valued at $25 and under or o/$50 each"
93,11,93039040,9303.90.40,"Revolvers and pistols, designed to fire only blank cartridges or blank ammunition"
93,12,93039080,9303.90.80,"Firearms and similar devices that operate by the firing of an explosive charge, nesoi"
93,13,93040020,9304.00.20,"Rifles that eject missiles by release of compressed air or gas, or by the release of a spring mechanism or rubber held under tension"
93,14,93040040,9304.00.40,"Pistols & other guns (o/than rifles) that eject missiles by release of comp. air or gas, a spring mechanism or rubber held under tension"
93,15,93040060,9304.00.60,Arms (o/than those of heading 9307) nesoi
93,16,93051020,9305.10.20,"Parts and accessories nesoi, for revolvers or pistols of heading 9302"
93,17,93051040,9305.10.40,"Parts and accessories nesoi, for revolvers or pistols designed to fire only blank cartridges or blank ammunition"
93,18,93051060,9305.10.60,"Parts and accessories nesoi, for muzzle-loading revolvers and pistols"
93,19,93051080,9305.10.80,"Parts and accessories nesoi, for revolvers or pistols nesoi"
93,20,93052005,9305.20.05,"Stocks, for rifles of heading 9303"
94,1,94011040,9401.10.40,"Seats, of a kind used for aircraft, leather upholstered"
94,2,94011080,9401.10.80,"Seats, of a kind used for aircraft (o/than leather upholstered)"
94,3,94012000,9401.20.00,"Seats, of a kind used for motor vehicles"
94,4,94013100,9401.31.00,"Seats nesoi, swivel w/variable height adjustment & w/wooden frame (o/than of heading 9402)"
94,5,94013900,9401.39.00,"Seats nesoi, swivel w/variable height adjustment & other than w/wooden frame (o/than of heading 9402)"
94,6,94014100,9401.41.00,"Seats nesoi, convertible into beds (o/than garden seats or camping equip.), of wood"
94,7,94014900,9401.49.00,"Seats nesoi, convertible into beds (o/than garden seats or camping equip.), not of wood"
94,8,94015200,9401.52.00,Bamboo seats
94,9,94015300,9401.53.00,Rattan seats
94,10,94015900,9401.59.00,"Seats nesoi, of cane, osier, similar materials o/than bamboo or rattan"
94,11,94016120,9401.61.20,"Chairs nesoi, w/teak frames, upholstered"
94,12,94016140,9401.61.40,"Chairs nesoi, w/wooden frames (o/than teak), upholstered"
94,13,94016160,9401.61.60,"Seats (o/than chairs) nesoi, w/wooden frames, upholstered"
94,14,94016920,9401.69.20,"Seats nesoi, of bent-wood"
94,15,94016940,9401.69.40,"Chairs nesoi, w/teak frames, not upholstered"
94,16,94016960,9401.69.60,"Chairs nesoi, w/wooden frames (o/than teak), not upholstered"
94,17,94016980,9401.69.80,"Seats (o/than chairs) nesoi, w/wooden frames, not upholstered"
94,18,94017100,9401.71.00,"Seats nesoi, w/metal frame (o/than of heading 9402), upholstered"
94,19,94017900,9401.79.00,"Seats nesoi, w/metal frame (o/than of heading 9402), not upholstered"
94,20,94018020,9401.80.20,"Seats nesoi, of reinforced or laminated plastics (o/than of heading 9402)"
95,1,95030000,9503.00.00,"Toys, including riding toys o/than bicycles, puzzles, reduced scale models"
95,2,95042020,9504.20.20,"Balls, for billiards"
95,3,95042040,9504.20.40,"Chalk, for billiards"
95,4,95042060,9504.20.60,"Tables, for billiards"
95,5,95042080,9504.20.80,"Articles nesoi and parts and accessories, for billiards"
95,6,95043000,9504.30.00,"Coin- or token-operated games for arcade, table or parlor (o/than bowling alley equipment) nesoi and parts and accessories thereof"
95,7,95044000,9504.40.00,Playing cards
95,8,95045000,9504.50.00,"Video game consoles and machines, other than those of heading 9504.30"
95,9,95049040,9504.90.40,Game machines (o/than coin- or token-operated) and parts and accessories thereof
95,10,95049060,9504.90.60,"Chess, checkers, backgammon, darts and o/table and parlor games played on boards of a special design and parts thereof; poker chips and dice"
95,11,95049090,9504.90.90,"Articles nesoi for arcade, table or parlor games & parts & access.; automatic bowling alley equipment & parts and accessories thereof"
95,12,95051010,9505.10.10,"Arts. for Christmas festivities, ornaments of glass"
95,13,95051015,9505.10.15,"Arts. for Christmas festivities, ornaments of wood"
95,14,95051025,9505.10.25,"Arts. for Christmas festivities, ornaments, not of glass or wood"
95,15,95051030,9505.10.30,"Arts. for Christmas festivities, nativity scenes and figures thereof"
95,16,95051040,9505.10.40,"Arts. for Christmas festivities (o/than ornaments & nativity scenes) nesoi, of plastics"
95,17,95051050,9505.10.50,"Arts. for Christmas festivities (o/than ornaments & nativity scenes) nesoi, not of plastics"
95,18,95059020,9505.90.20,"Magic tricks and practical joke articles, and parts & accessories thereof nesoi"
95,19,95059040,9505.90.40,"Confetti, paper spirals or streamers, party favors, and noisemakers, and parts & accessories thereof nesoi"
95,20,95059060,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
96,1,96011000,9601.10.00,"Ivory, worked and articles thereof"
96,2,96019020,9601.90.20,"Shell, worked and articles thereof"
96,3,96019040,9601.90.40,"Coral, cut but not set, and cameos, suitable for use in jewelry"
96,4,96019060,9601.90.60,"Bone, horn, hoof, whalebone, quill, or any combination thereof, worked and articles thereof"
96,5,96019080,9601.90.80,"Carving materials of animal parts, worked and articles thereof, nesoi"
96,6,96020010,9602.00.10,"Unhardened gelatin, worked and articles thereof"
96,7,96020040,9602.00.40,"Wax, molded or carved articles"
96,8,96020050,9602.00.50,"Vegetable, mineral or gum materials, worked and articles of these materials"
96,9,96031005,9603.10.05,"Whiskbrooms, wholly or pt. of broom corn, n/o $0.96 each, first 61,655 doz in calendar year classif. In 9603.10.05-9603.10.35"
96,10,96031015,9603.10.15,"Whiskbrooms, wholly or pt. of broom corn, n/o $0.96 each, >first 61,655 dz in calendar year classif. In 9603.10.05-9603.10.35"
96,11,96031035,9603.10.35,"Whiskbrooms, wholly or pt. of broom corn, over $0.96 each"
96,12,96031040,9603.10.40,"Brooms (o/than whiskbrooms), wholly or in part broom corn, val. n/o 96 cents ea, first 121478 dz in calendar yr, class. in 9603.10"
96,13,96031050,9603.10.50,"Brooms (o/than whiskbrooms), wholly or in part broom corn, val. n/o 96 cents ea, in excess of 121478 dz in calendar yr., class in 9603.10"
96,14,96031060,9603.10.60,"Brooms (o/than whiskbrooms), wholly or in part broom corn, val. ov 96 cents each"
96,15,96031090,9603.10.90,"Brooms & brushes of twigs or vegetable materials (o/than broom corn) bound together, w/ or w/o handles"
96,16,96032100,9603.21.00,"Toothbrushes, including dental-plate brushes"
96,17,96032940,9603.29.40,"Shaving brushes, hair brushes, nail brushes, eyelash and other toilet brushes (o/than tooth brushes), valued n/o 40 cents each"
96,18,96032980,9603.29.80,"Shaving brushes, hair brushes, nail brushes, eyelash and other toilet brushes (o/than tooth brushes), valued o/40 cents each"
96,19,96033020,9603.30.20,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics, valued n/o 5 cents each"
96,20,96033040,9603.30.40,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics, valued o/5 cents but n/o 10 cents each"
97,1,97012100,9701.21.00,"Paintings, drawings (o/than of 4906) and pastels, executed entirely by hand, of an age exceeding 100 years"
97,2,97012200,9701.22.00,"Mosaics, of an age exceeding 100 years"
97,3,97012900,9701.29.00,"Collages and similar decorative plaques, executed entirely by hand, of an age exceeding 100 years"
97,4,97019100,9701.91.00,"Paintings, drawings (o/than of 4906) and pastels, executed entirely by hand, of an age 100 years or less"
